Branch,Percentage_10th,Percentage_12th,Career_Goal,Course Type,Skills,Category,Title
CSIT,75,75,devops engineer,Professional Certificate,business analyticssas vasas visual analytics,Data Science,SAS Visual Business Analytics Professional Certificate
CS,85,85,ai engineer,Specialization,big data machine learning deep learning health care graphs unsupervised learning autoencoder,Data Science,Deep Learning for Healthcare Specialization
CSIT,75,75,devops engineer,Course,data clustering algorithmskmeans clusteringmachine learningkd tree,Data Science,Machine Learning: Clustering & Retrieval
CSME,85,85,automation engineer,Specialization,medical device costbenefit analysis healthcare delivery systems evaluation health insurance healthcare management insurance healthcare marketing,Health,Healthcare Marketplace Specialization
ECE,85,85,vlsi engineer,Course,business casebusiness analyticsmanagement consultingproblem solvingconsulting,Business,Introduction to Management Consulting
CS,85,85,ai engineer,Specialization,model interpretation image segmentation natural language extraction machine learning timetoevent modeling deep learning model evaluation multiclass classification random forest model tuning treatment effect estimation machine learning interpretation,Data Science,AI for Medicine Specialization
EN,75,75,control systems engineer,Course,computational neuroscienceartificial neural networkreinforcement learningbiological neuron model,Data Science,Computational Neuroscience
CSIT,75,75,devops engineer,Course,biologysurgeryradiologydentistry,Health,Implant Dentistry
CS,85,85,ai engineer,Specialization,data science information engineering artificial intelligence ai machine learning python programming,Data Science,IBM AI Enterprise Workflow Specialization
CS,85,85,data scientist,Course,presentation skillsdata analysissqlcreating metricsexploratory data analysis,Data Science,SQL for Data Science Capstone Project
MCA,65,50,web developer,Course,web development toolsuser interfacefrontend web developmenthtml and cssresponsive web design,Computer Science,Introduction to Front-End Development
ECE,85,95,signal processing engineer,Course,managementstrategic planningcomplianceorganizational behavior,Business,Effective Compliance Programs
ECE,85,85,iot developer,Course,human resources hrcompensation analysisperformance management,Business,Human Resources Management Capstone: HR for People Managers
CSIT,85,85,data scientist,Specialization,cloud storage data analysis big data cloudera sql database dbms data warehousing apache hive apache impala data management distributed file systems,Data Science,Modern Big Data Analysis with SQL Specialization
MCA,75,65,software developer,Course,graph theoryneojanalyticsgraph database,Data Science,Graph Analytics for Big Data
IT,85,85,software engineer,Course,data sciencedeep learningmachine learningbig datadata mining,Data Science,What is Data Science? 
ECE,85,95,signal processing engineer,Specialization,confidence communication leadership strategic hr leadership human resources hr,Business,Inspirational Leadership: Leading with Sense Specialization
ECE,75,75,iot developer,Course,customer analyticsstrategic managementdata analysisbusiness analytics,Data Science,Business Analytics Capstone
CSIT,85,85,data scientist,Specialization,big data machine learning deep learning health care graphs unsupervised learning autoencoder,Data Science,Deep Learning for Healthcare Specialization
CS,85,95,cybersecurity analyst,Course,agile product managementagile software developmentbacklog managementkanbanxp,Computer Science,Managing an Agile Team
ECE,85,75,signal processing engineer,Specialization,financial modeling corporate finance microsoft excel modeling linear regression probabilistic models regression analysis monte carlo method linear programming lp solver discounted cash flow decisionmaking,Business,Finance & Quantitative Modeling for Analysts Specialization
CSIT,85,75,web developer,Course,web developmentbackend developmentserverside javascriptexpresscomputer science,Computer Science,Developing Cloud Apps with Node.js and React
CSIT,85,85,data scientist,Course,cluster analysisggplotr programmingexploratory data analysis,Data Science,Exploratory Data Analysis
CS,75,75,software engineer,Course,data sciencer programmingdata visualization datavizlinear regressionexploratory data analysis,Data Science,Data Science with R - Capstone Project
CSIT,85,85,devops engineer,Course,convolutional neural networkmachine learningtensorflowobject detectiontensorflowjs,Computer Science,Browser-based Models with TensorFlow.js
CS,85,95,data scientist,Specialization,data analysis microsoft excel data visualization dataviz data cleansing big data power bi,Business,Excel Skills for Data Analytics and Visualization Specialization
