Branch,Percentage_10th,Percentage_12th,Course Type,Skills,Category,Skills_Count,Academic_Score
CSIT,85,75,Professional Certificate,data sciencedatabase dbmsnosqlsqldatabase db designdatabase architecturepostgresqlmysqlrelational database management system rdbmscreate read update and deletedata analysisshell scriptbash unix shelllinuxdatabase serversrelational databasedatabase securitydatabase administrationextraction transformation and loading etlapache kafkaapache airflowdata pipelinesdata warehousingcube and rollupbusiness intelligence bistar and snowflake schemacognos analyticsoltp databases,Information Technology,39,79.0
ECE,85,85,Course,gotomarket strategyproductmarket fittech leadershipbb salesproduct management,Business,6,85.0
CSIT,85,85,Course,basic python data structuresfundamental programming conceptsbasic python syntaxpython programmingobjectoriented programming oop,Information Technology,11,85.0
CSIT,85,85,Specialization,insert and modify oracle sql databases delete from oracle sql databases create oracle sql databases,Information Technology,15,85.0
CS,85,95,Specialization,data analysis apache spark delta lake sql data science sqlite ab testing query string predictive analytics presentation skills creating metrics exploratory data analysis,Data Science,23,91.0
CS,85,85,Course,data sciencedata analysismachine learning,Data Science,4,85.0
IT,85,85,Specialization,tensorflow bigquery google cloud platform cloud computing,Data Science,7,85.0
CSIT,85,95,Professional Certificate,linuxcloud hostingweb developmentbash unix shellpython programmingapplication programming interfaces apicomputer programmingdjango web framework,Computer Science,12,91.0
CS,85,95,Specialization,data science data analysis machine learning spark sql sql databricks,Data Science,10,91.0
CS,85,85,Specialization,it fundamentals cybersecurity cloud networking hardware technical support it service management itsm troubleshooting it career software development process database management software application development,Information Technology,23,85.0
CSIT,85,85,Course,cloud databasespython programmingjupyter notebooksrelational database management system rdbmssql,Data Science,8,85.0
CS,85,85,Specialization,python programming device programming raspberry pi machine learning internet internet of things iot wireless front and back ends service discovery,Computer Science,20,85.0
CSIT,85,85,Specialization,machine learning python programming data visualization dataviz data preparation exploratory data analysis data analysis predictive analytics data architecture coding linear regression sql text analysis,Data Science,24,85.0
ECE,85,85,Course,social marketingsocial media marketingsocial mediaab testing,Business,6,85.0
MCA,75,65,Specialization,data science python programming data analysis pandas numpy jupyter notebooks predictive modelling data visualization dataviz model selection dashboards and charts dash matplotlib,Data Science,22,69.0
CSIT,85,85,Course,python programmingtableau softwaredata visualization datavizeffective communicationexploratory data analysis,Data Science,8,85.0
ECE,85,75,Course,regression analysissupervised learninglinear regressionridge regressionmachine learning ml algorithms,Data Science,8,79.0
ECE,85,95,Specialization,describe fundamental principles of machine learning on azure describe ai workloads and considerations describe features of conversational ai workloads on azure describe features of computer vision workloads on azure describe features of natural language processing nlp workloads on azure artificial intelligence ai microsoft azure machine learning computer vision natural language processing test preparation,Data Science,53,91.0
ECE,85,95,Course,software development kit sdkagile software developmentscrum software development,Computer Science,8,91.0
ECE,85,75,Course,dashboards and chartsdashpython programmingmatplotlibdata visualization dataviz,Data Science,6,79.0
CSIT,85,75,Specialization,insert and modify oracle sql databases delete from oracle sql databases create oracle sql databases,Information Technology,15,79.0
CSIT,85,95,Specialization,cloud storage data analysis big data cloudera sql database dbms data warehousing apache hive apache impala data management distributed file systems,Data Science,21,91.0
MCA,85,85,Project,database dbmsgoogle cloud platformmysql,Information Technology,4,85.0
IT,85,85,Course,data scienceinformation engineeringartificial intelligence aimachine learningpython programming,Data Science,7,85.0
ECE,85,75,Course,predictive analyticscustomer analyticsregression analysismarketing performance measurement and management,Business,8,79.0
CSIT,85,85,Course,web designhtmljavascriptcascading style sheets css,Computer Science,5,85.0
CSIT,85,85,Course,software developmentproduct managementagile software development,Computer Science,5,85.0
CSIT,75,75,Specialization,machine learning gpu parallel computing image processing c cuda python programming thread computing algorithms cc nvidia data science,Computer Science,18,75.0
IT,75,85,Course,writing test planswriting defect reportsunderstanding of testing theorywriting teststesting vocabulary,Computer Science,10,81.0
CS,85,95,Specialization,cybersecurity network security security principles risk information assurance security governance computer security incident management business continuity disaster recovery logical controls administrative controls,Information Technology,22,91.0
ECE,85,75,Course,application programming interfaces apicloud functionsidentity management idmcloud endpointspublishsubscribe pattern,Computer Science,9,79.0
CSIT,75,75,Course,computer programmingproblem solvingmatlabprogramming language,Computer Science,4,75.0
ECE,75,75,Specialization,geographic information system gis satellite imagery analysis model building spatial visualization spatial analysis data analysis data visualization dataviz software analytics workflow data management,Data Science,23,75.0
CSIT,85,85,Specialization,understand the various policy approaches involved in the transition to a low carbon economy including in particular cap trade carbon markets learn to assess how climate change impacts financial portfolios and and how to manage climate risk in equity portfolios understand how climate change risks impact corporate decisions and company value understand the instruments investment funds and solutions used to finance clean technologies and clean energy understanding the evidence for climate change and for its anthropogenic origin understand the likely impacts on the real economy of the different courses of actions ahead of us evaluate projects on a portfolio basis the economic attractiveness of various abatement projects assess critically the economic desirability of different technologically feasible abatement technologies understand how climate change risk exposure affects corporate decisions and value map the financial risks and opportunities of climate change understand the instruments investment funds and solutions to finance clean technologies and clean energy assess how climate change impacts financial intermediaries and systemic risks,Business,162,85.0
CSIT,75,75,Course,objectoriented designobjectoriented analysis and designunified modeling language uml,Computer Science,8,75.0
CSIT,85,75,Course,gratitudekindnessmeditationpositive psychology,Health,2,79.0
CSIT,85,85,Course,data sciencedata analysisdata visualization datavizr programming,Data Science,6,85.0
CS,85,95,Course,data analysispredictive analyticsdata visualization datavizdata architecturecoding,Data Science,6,91.0
CS,65,65,Specialization,data clustering algorithms text mining data visualization dataviz data mining data visualization software tableau software data virtualization information retrieval ir document retrieval machine learning recommender systems probabilistic models,Data Science,28,65.0
